"Timestamp","Please provide your Worker's ID.","All the agents know which goal they are trying to reach.","Multiple agents may all be trying to reach the same goal.","The goals have different colors in the grid-world environment.","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","","","","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","","","","Confirm your Worker's ID."
"2021/08/24 2:16:27 PM AST","A34MJNQL5MNZQK","True","False","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","A","A","B","Lettuce","Tomato","Tomato","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Plate","Lettuce","Plate","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Plate","Tomato","Plate","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Plate","Lettuce","Plate","Tomato","Plate","Lettuce","Plate","A","B","A","A34MJNQL5MNZQK"
"2021/08/24 2:18:33 PM AST","A1FJDW88RVU39U","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Lettuce","Plate","Tomato","Plate","Plate","Lettuce","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Lettuce","B","A","B","A1FJDW88RVU39U"
"2021/08/24 2:23:34 PM AST","AE1Y0GPRICD6E","True","True","True","Square goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","B","A","A","Tomato","Lettuce","None","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","None","Plate","None","None","None","Tomato","Plate","None","Plate","Plate","None","None","None","None","Tomato","None","None","Tomato","None","Tomato","A","B","B","A2O78MCT057QXK"
"2021/08/24 2:23:53 PM AST","A43GNPHXJKNO9","True","True","True","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","B","B","A","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","None","Lettuce","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","None","Lettuce","Tomato","Lettuce","None","Tomato","Lettuce","None","B","B","A","A43GNPHXJKNO9"
"2021/08/24 2:37:07 PM AST","A2ZTWEOHWWDNJ1","True","True","True","Square goal","Square goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Square goal","Square goal","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Lettuce","Plate","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Plate","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","None","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","A","B","A","A2ZTWEOHWWDNJ1"
"2021/08/24 2:40:32 PM AST","A28OTONXYEUOPC","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Tomato","Tomato","None","Plate","Tomato","None","Plate","Tomato","Lettuce","None","None","None","Tomato","None","Plate","Plate","Plate","Lettuce","Plate","Tomato","None","Tomato","None","Lettuce","Plate","Lettuce","None","Tomato","Lettuce","Plate","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","A","A","A","A28OTONXYEUOPC"
"2021/08/24 2:54:43 PM AST","A26J6YIPTDVO02 ","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Plate","Tomato","Tomato","Plate","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","B","A","B","A26J6YIPTDVO02"
"2021/08/24 3:10:59 PM AST","ALB8SYN6ZOYT","True","True","False","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","B","A","B","Tomato","Plate","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Tomato","Tomato","Plate","Lettuce","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","B","B","A","ALB8SYN6ZOYT"
"2021/08/24 3:39:51 PM AST","A3DXXZI4FHRGE","False","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","None","Plate","Plate","Lettuce","Tomato","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","Plate","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","B","A","A","A3DXXZI4FHRGE"
"2021/08/24 3:41:57 PM AST","A39HDLDBWGBWY7","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","B","None","None","None","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","None","None","None","None","None","None","None","None","None","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Lettuce","Tomato","Lettuce","Tomato","B","B","B","A39HDLDBWGBWY7"
"2021/08/24 3:42:10 PM AST","https://worker.mturk.com/projects/3QKP95RWR7YY6EFRUFD5RY915K2X5T/tasks/3WRAAIUSCQEU7KTW75UCOQ4YFEEAXM?assignment_id=3IUZPWIU1WMOGHVMZTGG55PACJ6WK4&ref=w_pl_prvw","True","False","True","Square goal","Square goal","Square goal","Square goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","B","A","B","Lettuce","Tomato","Lettuce","Tomato","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Lettuce","Lettuce","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Plate","Lettuce","Lettuce","Plate","Lettuce","B","B","A","https://worker.mturk.com/projects/3QKP95RWR7YY6EFRUFD5RY915K2X5T/tasks/3WRAAIUSCQEU7KTW75UCOQ4YFEEAXM?assignment_id=3IUZPWIU1WMOGHVMZTGG55PACJ6WK4&ref=w_pl_prvw"
"2021/08/24 3:44:42 PM AST","A3JZAXSJ046305","True","True","True","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Circle goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Square goal","B","A","A","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","Tomato","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","None","Tomato","Plate","None","Plate","Plate","Lettuce","Tomato","Lettuce","Plate","Lettuce","Lettuce","Tomato","Plate","Plate","Lettuce","Plate","Lettuce","Plate","Lettuce","A","A","B","A3JZAXSJ046305"
"2021/08/24 3:46:22 PM AST","A35TMPLPX9B1LY","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","Plate","Plate","None","Plate","Plate","None","None","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","Plate","None","None","None","Tomato","Lettuce","Tomato","B","A","B","A35TMPLPX9B1LY"
"2021/08/24 3:51:08 PM AST","A2193PVPAVJPQO","True","True","True","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","A","B","Lettuce","Tomato","Lettuce","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","None","Lettuce","Plate","Lettuce","Plate","Plate","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Plate","Lettuce","Lettuce","None","None","None","None","None","None","Tomato","Lettuce","Tomato","B","B","B","A2193PVPAVJPQO"
"2021/08/24 3:57:58 PM AST","A2P0JCDVW9C6U5","True","True","True","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","A","B","A","Tomato","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Plate","Tomato","Plate","Lettuce","Tomato","Tomato","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Plate","Tomato","Lettuce","Tomato","Tomato","Plate","Tomato","Plate","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","A","B","A","A2P0JCDVW9C6U5"
"2021/08/24 4:09:23 PM AST","AR4P4XK475858","True","False","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Tomato","None","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Tomato","Tomato","Lettuce","None","Lettuce","Tomato","None","Plate","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Tomato","Lettuce","Lettuce","Plate","Lettuce","Lettuce","B","A","A","AR4P4XK475858"
"2021/08/24 4:12:42 PM AST","A2OL66MXNKR6SU","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","A","A","B","A2OL66MXNKR6SU"
"2021/08/24 4:14:22 PM AST","A2YYG03B58P6XZ","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","A","B","A","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Plate","A","B","B","A2YYG03B58P6XZ"
"2021/08/24 4:25:45 PM AST","A3A0I5LOR0X4T0","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Tomato","Plate","Plate","Plate","Plate","Plate","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Tomato","Tomato","None","None","None","Plate","Tomato","Lettuce","A","B","A","A3A0I5LOR0X4T0"
